Date,USD_to_Won_spot
2012-02-27,1127.25
2012-02-28,1125.85
2012-02-29,1117.1
2012-03-01,1116.0
2012-03-02,1116.5
2012-03-05,1116.0
2012-03-06,1122.64
2012-03-07,1123.7
2012-03-08,1117.2
2012-03-09,1116.0
2012-03-12,1124.15
2012-03-13,1123.45
2012-03-14,1126.1
2012-03-15,1124.85
2012-03-16,1125.7
2012-03-19,1120.35
2012-03-20,1128.05
2012-03-21,1130.25
2012-03-22,1134.6
2012-03-23,1135.0
2012-03-26,1133.35
2012-03-27,1134.4
2012-03-28,1136.3
2012-03-29,1139.75
2012-03-30,1131.4
2012-04-02,1125.75
2012-04-03,1122.35
2012-04-04,1131.25
2012-04-05,1129.5
2012-04-06,1131.75
2012-04-09,1138.1
2012-04-10,1139.5
2012-04-11,1143.35
2012-04-12,1137.4
2012-04-13,1134.2
2012-04-16,1138.0
2012-04-17,1134.75
2012-04-18,1139.35
2012-04-19,1138.2
2012-04-20,1138.1
2012-04-23,1142.5
2012-04-24,1138.4
2012-04-25,1139.0
2012-04-26,1133.0
2012-04-27,1131.0
2012-04-30,1130.05
2012-05-01,1128.35
2012-05-02,1129.1
2012-05-03,1130.4
2012-05-04,1134.25
2012-05-07,1138.0
2012-05-08,1138.46
2012-05-09,1143.95
2012-05-10,1142.15
2012-05-11,1146.15
2012-05-14,1153.5
2012-05-15,1156.1
2012-05-16,1166.25
2012-05-17,1165.75
2012-05-18,1170.0
2012-05-21,1167.0
2012-05-22,1165.0
2012-05-23,1174.85
2012-05-24,1176.72
2012-05-25,1185.0
2012-05-28,
2012-05-29,1175.82
2012-05-30,1180.41
2012-05-31,1180.0
2012-06-01,1182.0
2012-06-04,1178.99
2012-06-05,1177.08
2012-06-06,1173.89
2012-06-07,1162.75
2012-06-08,1173.59
2012-06-11,1171.0
2012-06-12,1168.5
2012-06-13,1166.23
2012-06-14,1163.78
2012-06-15,1164.25
2012-06-18,1157.0
2012-06-19,1153.0
2012-06-20,1151.37
2012-06-21,1153.75
2012-06-22,1158.34
2012-06-25,1163.25
2012-06-26,1157.6
2012-06-27,1156.01
2012-06-28,1157.61
2012-06-29,1141.17
2012-07-02,1143.4
2012-07-03,1133.0
2012-07-04,
2012-07-05,1133.54
2012-07-06,1140.3
2012-07-09,1141.88
2012-07-10,1140.63
2012-07-11,1140.5
2012-07-12,1154.04
2012-07-13,1147.53
2012-07-16,1146.18
2012-07-17,1144.83
2012-07-18,1141.34
2012-07-19,1138.3
2012-07-20,1142.0
2012-07-23,1151.03
2012-07-24,1148.78
2012-07-25,1148.89
2012-07-26,1146.17
2012-07-27,1138.01
2012-07-30,1137.22
2012-07-31,1130.27
2012-08-01,1126.56
2012-08-02,1131.58
2012-08-03,1134.25
2012-08-06,1127.93
2012-08-07,1128.7
2012-08-08,1129.77
2012-08-09,1126.0
2012-08-10,1130.75
2012-08-13,1128.73
2012-08-14,1130.24
2012-08-15,1130.08
2012-08-16,1133.19
2012-08-17,1134.72
2012-08-20,1134.93
2012-08-21,1130.37
2012-08-22,1135.56
2012-08-23,1131.35
2012-08-24,1134.15
2012-08-27,1134.49
2012-08-28,1134.45
2012-08-29,1134.97
2012-08-30,1134.18
2012-08-31,1133.2
2012-09-03,
2012-09-04,1133.23
2012-09-05,1135.96
2012-09-06,1133.45
2012-09-07,1129.85
2012-09-10,1128.55
2012-09-11,1127.94
2012-09-12,1126.6
2012-09-13,1128.49
2012-09-14,1116.65
2012-09-17,1116.39
2012-09-18,1117.95
2012-09-19,1115.74
2012-09-20,1121.25
2012-09-21,1118.7
2012-09-24,1120.34
2012-09-25,1119.3
2012-09-26,1119.2
2012-09-27,1116.03
2012-09-28,1111.21
2012-10-01,1112.29
2012-10-02,1112.5
2012-10-03,1112.88
2012-10-04,1111.6
2012-10-05,1107.0
2012-10-08,
2012-10-09,1111.22
2012-10-10,1114.61
2012-10-11,1112.07
2012-10-12,1110.5
2012-10-15,1110.24
2012-10-16,1106.1
2012-10-17,1104.74
2012-10-18,1104.66
2012-10-19,1105.51
2012-10-22,1103.98
2012-10-23,1103.1
2012-10-24,1103.12
2012-10-25,1098.0
2012-10-26,1097.03
2012-10-29,1095.76
2012-10-30,1091.33
2012-10-31,1090.17
2012-11-01,1090.27
2012-11-02,1090.7
2012-11-05,1091.0
2012-11-06,1090.19
2012-11-07,1086.5
2012-11-08,1089.23
2012-11-09,1087.76
2012-11-12,
2012-11-13,1089.44
2012-11-14,1086.0
2012-11-15,1088.5
2012-11-16,1091.77
2012-11-19,1085.97
2012-11-20,1082.58
2012-11-21,1082.0
2012-11-22,
2012-11-23,1085.0
2012-11-26,1085.62
2012-11-27,1086.25
2012-11-28,1085.35
2012-11-29,1083.17
2012-11-30,1081.75
2012-12-03,1082.65
2012-12-04,1083.69
2012-12-05,1081.99
2012-12-06,1083.3
2012-12-07,1081.56
2012-12-10,1077.43
2012-12-11,1074.85
2012-12-12,1073.35
2012-12-13,1073.9
2012-12-14,1074.74
2012-12-17,1072.3
2012-12-18,1072.75
2012-12-19,1071.4
2012-12-20,1074.3
2012-12-21,1075.4
2012-12-24,1073.24
2012-12-25,
2012-12-26,1072.29
2012-12-27,1071.67
2012-12-28,1070.4
2012-12-31,1063.24
2013-01-01,
2013-01-02,1063.3
2013-01-03,1062.95
2013-01-04,1062.0
2013-01-07,1062.5
2013-01-08,1063.5
2013-01-09,1060.1
2013-01-10,1058.12
2013-01-11,1056.09
2013-01-14,1056.0
2013-01-15,1057.62
2013-01-16,1058.35
2013-01-17,1057.82
2013-01-18,1058.4
2013-01-21,
2013-01-22,1062.95
2013-01-23,1067.02
2013-01-24,1067.95
2013-01-25,1075.33
2013-01-28,1091.22
2013-01-29,1082.4
2013-01-30,1085.85
2013-01-31,1087.46
2013-02-01,1094.79
2013-02-04,1089.35
2013-02-05,1086.17
2013-02-06,1089.0
2013-02-07,1090.15
2013-02-08,1095.65
2013-02-11,1095.5
2013-02-12,1093.13
2013-02-13,1085.72
2013-02-14,1085.14
2013-02-15,1078.22
2013-02-18,
2013-02-19,1079.65
2013-02-20,1079.85
2013-02-21,1086.8
2013-02-22,1085.03
2013-02-25,1086.0
2013-02-26,1089.82
2013-02-27,1084.99
2013-02-28,1083.9
2013-03-01,1083.9
2013-03-04,1090.8
2013-03-05,1086.58
2013-03-06,1084.36
2013-03-07,1087.49
2013-03-08,1089.15
2013-03-11,1093.9
2013-03-12,1095.28
2013-03-13,1098.42
2013-03-14,1107.49
2013-03-15,1110.62
2013-03-18,1114.19
2013-03-19,1112.93
2013-03-20,1115.62
2013-03-21,1115.41
2013-03-22,1119.2
2013-03-25,1110.88
2013-03-26,1107.36
2013-03-27,1111.09
2013-03-28,1113.14
2013-03-29,1112.48
2013-04-01,1114.38
2013-04-02,1117.87
2013-04-03,1116.68
2013-04-04,1123.57
2013-04-05,1136.82
2013-04-08,1140.34
2013-04-09,1139.19
2013-04-10,1135.35
2013-04-11,1128.85
2013-04-12,1129.24
2013-04-15,1119.0
2013-04-16,1114.0
2013-04-17,1121.0
2013-04-18,1119.48
2013-04-19,1119.03
2013-04-22,1119.51
2013-04-23,1119.53
2013-04-24,1117.94
2013-04-25,1111.35
2013-04-26,1111.1
2013-04-29,1104.0
2013-04-30,1101.52
2013-05-01,1100.35
2013-05-02,1101.4
2013-05-03,1096.67
2013-05-06,1094.34
2013-05-07,1090.0
2013-05-08,1086.0
2013-05-09,1091.12
2013-05-10,1106.0
2013-05-13,1113.12
2013-05-14,1109.62
2013-05-15,1114.62
2013-05-16,1117.54
2013-05-17,1117.3
2013-05-20,1118.19
2013-05-21,1110.62
2013-05-22,1113.85
2013-05-23,1128.35
2013-05-24,1126.4
2013-05-27,
2013-05-28,1128.07
2013-05-29,1132.08
2013-05-30,1127.9
2013-05-31,1129.34
2013-06-03,1127.18
2013-06-04,1122.31
2013-06-05,1118.55
2013-06-06,1118.9
2013-06-07,1117.17
2013-06-10,1127.38
2013-06-11,1133.0
2013-06-12,1127.76
2013-06-13,1129.07
2013-06-14,1127.2
2013-06-17,1127.0
2013-06-18,1134.24
2013-06-19,1130.25
2013-06-20,1145.9
2013-06-21,1156.0
2013-06-24,1161.34
2013-06-25,1152.78
2013-06-26,1155.0
2013-06-27,1147.69
2013-06-28,1141.45
2013-07-01,1135.27
2013-07-02,1133.8
2013-07-03,1140.95
2013-07-04,
2013-07-05,1141.65
2013-07-08,1147.94
2013-07-09,1141.25
2013-07-10,1134.66
2013-07-11,1124.21
2013-07-12,1123.85
2013-07-15,1121.06
2013-07-16,1114.65
2013-07-17,1116.86
2013-07-18,1124.08
2013-07-19,1120.43
2013-07-22,1118.46
2013-07-23,1116.66
2013-07-24,1115.52
2013-07-25,1116.15
2013-07-26,1112.55
2013-07-29,1112.21
2013-07-30,1115.79
2013-07-31,1122.66
2013-08-01,1122.99
2013-08-02,1123.85
2013-08-05,1113.5
2013-08-06,1113.81
2013-08-07,1117.05
2013-08-08,1112.25
2013-08-09,1111.16
2013-08-12,1113.97
2013-08-13,1118.22
2013-08-14,1117.9
2013-08-15,1118.0
2013-08-16,1113.04
2013-08-19,1117.88
2013-08-20,1120.6
2013-08-21,1116.86
2013-08-22,1120.92
2013-08-23,1113.48
2013-08-26,1112.6
2013-08-27,1116.78
2013-08-28,1114.25
2013-08-29,1112.19
2013-08-30,1109.42
2013-09-02,
2013-09-03,1097.75
2013-09-04,1093.77
2013-09-05,1096.8
2013-09-06,1091.9
2013-09-09,1086.8
2013-09-10,1085.43
2013-09-11,1085.76
2013-09-12,1082.77
2013-09-13,1085.88
2013-09-16,1081.34
2013-09-17,1082.15
2013-09-18,1081.4
2013-09-19,1070.88
2013-09-20,1076.02
2013-09-23,1073.9
2013-09-24,1074.35
2013-09-25,1076.42
2013-09-26,1075.2
2013-09-27,1074.38
2013-09-30,1073.33
2013-10-01,1072.9
2013-10-02,1074.02
2013-10-03,1074.02
2013-10-04,1070.0
2013-10-07,1071.29
2013-10-08,1074.15
2013-10-09,1075.48
2013-10-10,1071.19
2013-10-11,1071.55
2013-10-14,
2013-10-15,1064.33
2013-10-16,1066.0
2013-10-17,1062.38
2013-10-18,1060.02
2013-10-21,1060.93
2013-10-22,1057.5
2013-10-23,1057.45
2013-10-24,1061.5
2013-10-25,1062.3
2013-10-28,1060.7
2013-10-29,1061.92
2013-10-30,1058.4
2013-10-31,1060.83
2013-11-01,1060.91
2013-11-04,1062.38
2013-11-05,1061.03
2013-11-06,1059.77
2013-11-07,1062.78
2013-11-08,1062.12
2013-11-11,
2013-11-12,1072.65
2013-11-13,1070.56
2013-11-14,1068.21
2013-11-15,1062.35
2013-11-18,1054.84
2013-11-19,1054.86
2013-11-20,1056.28
2013-11-21,1061.9
2013-11-22,1060.99
2013-11-25,1059.35
2013-11-26,1060.07
2013-11-27,1060.9
2013-11-28,
2013-11-29,1057.76
2013-12-02,1058.0
2013-12-03,1059.97
2013-12-04,1061.02
2013-12-05,1058.27
2013-12-06,1056.0
2013-12-09,1050.05
2013-12-10,1052.0
2013-12-11,1051.5
2013-12-12,1050.75
2013-12-13,1052.9
2013-12-16,1052.6
2013-12-17,1050.65
2013-12-18,1051.75
2013-12-19,1059.28
2013-12-20,1061.35
2013-12-23,1060.4
2013-12-24,1059.25
2013-12-25,
2013-12-26,1059.1
2013-12-27,1053.72
2013-12-30,1054.52
2013-12-31,1055.25
2014-01-01,
2014-01-02,1050.3
2014-01-03,1055.0
2014-01-06,1065.01
2014-01-07,1068.5
2014-01-08,1065.45
2014-01-09,1062.89
2014-01-10,1061.32
2014-01-13,1056.7
2014-01-14,1059.43
2014-01-15,1062.6
2014-01-16,1063.0
2014-01-17,1060.8
2014-01-20,
2014-01-21,1065.05
2014-01-22,1067.3
2014-01-23,1073.1
2014-01-24,1080.1
2014-01-27,1083.7
2014-01-28,1079.14
2014-01-29,1069.8
2014-01-30,1080.11
2014-01-31,1080.36
2014-02-03,1084.25
2014-02-04,1083.7
2014-02-05,1077.6
2014-02-06,1078.8
2014-02-07,1073.83
2014-02-10,1072.3
2014-02-11,1070.8
2014-02-12,1062.14
2014-02-13,1066.2
2014-02-14,1062.9
2014-02-17,
2014-02-18,1065.54
2014-02-19,1065.25
2014-02-20,1072.0
2014-02-21,1072.15
2014-02-24,1074.0
2014-02-25,1072.78
2014-02-26,1065.72
2014-02-27,1068.85
2014-02-28,1066.01
2014-03-03,1069.9
2014-03-04,1071.2
2014-03-05,1070.85
2014-03-06,1064.1
2014-03-07,1064.2
2014-03-10,1066.5
2014-03-11,1065.13
2014-03-12,1070.2
2014-03-13,1068.35
2014-03-14,1071.33
2014-03-17,1067.15
2014-03-18,1068.5
2014-03-19,1070.53
2014-03-20,1076.28
2014-03-21,1079.6
2014-03-24,1077.7
2014-03-25,1078.67
2014-03-26,1074.97
2014-03-27,1071.65
2014-03-28,1068.85
2014-03-31,1064.65
2014-04-01,1058.3
2014-04-02,1057.2
2014-04-03,1057.5
2014-04-04,1053.85
2014-04-07,1055.17
2014-04-08,1052.1
2014-04-09,1041.25
2014-04-10,1039.9
2014-04-11,1035.4
2014-04-14,1039.29
2014-04-15,1041.07
2014-04-16,1038.2
2014-04-17,1038.0
2014-04-18,1037.35
2014-04-21,1038.56
2014-04-22,1037.45
2014-04-23,1039.35
2014-04-24,1039.5
2014-04-25,1040.95
2014-04-28,1034.9
2014-04-29,1029.83
2014-04-30,1032.85
2014-05-01,1032.75
2014-05-02,1029.55
2014-05-05,1029.5
2014-05-06,1029.5
2014-05-07,1022.46
2014-05-08,1022.6
2014-05-09,1024.23
2014-05-12,1024.29
2014-05-13,1021.85
2014-05-14,1027.5
2014-05-15,1025.1
2014-05-16,1023.42
2014-05-19,1021.87
2014-05-20,1025.0
2014-05-21,1026.7
2014-05-22,1024.3
2014-05-23,1024.45
2014-05-26,
2014-05-27,1022.95
2014-05-28,1021.7
2014-05-29,1020.5
2014-05-30,1020.3
2014-06-02,1024.0
2014-06-03,1023.0
2014-06-04,1023.0
2014-06-05,1019.7
2014-06-06,1019.7
2014-06-09,1016.35
2014-06-10,1016.95
2014-06-11,1015.6
2014-06-12,1017.6
2014-06-13,1017.8
2014-06-16,1020.0
2014-06-17,1022.3
2014-06-18,1021.85
2014-06-19,1018.37
2014-06-20,1020.81
2014-06-23,1018.1
2014-06-24,1018.05
2014-06-25,1019.55
2014-06-26,1016.0
2014-06-27,1013.3
2014-06-30,1011.6
2014-07-01,1010.7
2014-07-02,1009.1
2014-07-03,1008.85
2014-07-04,
2014-07-07,1011.1
2014-07-08,1011.5
2014-07-09,1012.1
