Date,USD_to_Euro_spot
2023-09-18,1.0695
2023-09-19,1.0684
2023-09-20,1.0715
2023-09-21,1.0664
2023-09-22,1.066
2023-09-25,1.0591
2023-09-26,1.0573
2023-09-27,1.051
2023-09-28,1.0578
2023-09-29,1.0584
2023-10-02,1.05
2023-10-03,1.0453
2023-10-04,1.0518
2023-10-05,1.0527
2023-10-06,1.0596
2023-10-09,
2023-10-10,1.0618
2023-10-11,1.062
2023-10-12,1.0553
2023-10-13,1.0502
2023-10-16,1.0546
2023-10-17,1.0593
2023-10-18,1.0532
2023-10-19,1.057
2023-10-20,1.0592
2023-10-23,1.0646
2023-10-24,1.0595
2023-10-25,1.0583
2023-10-26,1.0532
2023-10-27,1.0592
