Date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1974-10,18.5,16.52,17.6,14.49,16.64,16.37,19.24,17.12,15.67,13.94,21.73,12.92,15.91,15.46,17.98
1974-11,-3.96,-4.22,-3.92,-5.49,-5.37,-2.4,-4.48,-3.99,-4.56,-4.59,-3.22,-6.8,-4.34,-5.89,-4.79
1974-12,-2.44,-2.07,-2.01,-4.03,-5.12,-2.08,-2.56,-1.85,-2.39,0.09,-4.19,-3.36,-4.6,-5.34,-4.89
1975-01,14.54,10.87,10.15,16.94,21.94,17.91,13.39,9.38,13.05,11.56,8.62,19.66,14.56,24.43,19.23
1975-02,6.4,7.72,7.83,6.27,6.81,3.98,7.26,7.92,7.44,4.61,11.41,5.97,6.55,5.85,7.9
1975-03,4.9,1.02,3.58,4.78,9.89,5.48,4.7,0.24,2.13,5.93,1.12,5.38,4.23,10.21,9.53
1975-04,8.61,4.6,4.76,4.02,5.56,6.23,9.45,3.86,5.62,5.78,3.63,2.35,5.55,5.15,6.01
1975-05,5.12,4.3,6.37,5.87,7.32,6.47,4.67,3.99,4.71,5.46,7.39,5.33,6.36,8.47,6.05
1975-06,5.1,3.73,5.24,5.59,5.3,6.36,4.67,3.19,4.45,5.66,4.79,5.49,5.68,4.65,6.03
1975-07,-4.88,-5.12,-6.82,-6.89,-6.61,-3.99,-5.33,-4.8,-6.05,-6.29,-7.39,-5.46,-8.81,-6.87,-6.11
1975-08,-1.57,-1.8,-1.11,-2.26,-4.04,-0.78,-1.98,-1.55,-2.56,-0.89,-1.34,-1.99,-2.64,-3.6,-4.9
1975-09,-2.76,-1.56,-3.23,-4.78,-4.87,-2.69,-2.79,-0.99,-3.28,-2.61,-3.89,-3.93,-5.96,-4.42,-5.75
1975-10,1.21,5.74,7.0,8.29,6.74,-1.14,2.43,5.75,5.69,6.58,7.45,7.68,9.17,7.44,5.37
1975-11,0.09,3.79,2.95,3.03,3.84,-1.65,0.96,3.28,5.4,2.79,3.12,4.23,1.35,4.68,2.17
1975-12,0.35,-0.16,-1.99,-1.7,-2.3,0.56,0.25,-0.17,-0.11,-0.64,-3.44,-1.35,-2.2,-3.51,0.19
1976-01,14.07,11.65,11.2,13.62,15.09,17.14,12.56,11.32,12.66,9.68,12.86,13.15,14.3,15.0,15.25
1976-02,1.55,0.81,-0.97,0.08,1.45,2.49,1.08,0.64,1.34,-1.77,-0.11,0.81,-0.98,-0.29,4.88
1976-03,2.35,2.16,4.43,1.86,2.54,1.9,2.59,2.38,1.49,5.24,3.58,2.55,0.85,2.82,2.02
1976-04,-0.28,0.04,-1.56,-1.79,-1.44,0.14,-0.5,0.46,-1.21,-2.29,-0.78,-1.28,-2.54,-0.97,-2.33
1976-05,-0.41,-0.08,-1.56,-1.04,-1.65,1.14,-1.2,0.64,-2.3,0.07,-3.28,-1.37,-0.55,-1.84,-1.29
1976-06,6.05,4.58,3.31,4.73,3.65,7.87,5.1,4.47,4.91,3.06,3.59,4.52,5.04,2.53,5.78
1976-07,-0.16,0.1,-0.91,-0.76,-2.33,-0.5,0.03,-0.41,0.51,-1.44,-0.66,-0.56,-1.07,-2.04,-2.94
1976-08,-1.45,-0.1,0.12,0.39,-0.36,-2.23,-1.01,-0.2,-0.02,-0.74,0.52,0.46,0.29,0.22,-1.61
1976-09,1.46,3.9,3.32,2.07,2.17,1.52,1.43,3.85,3.94,3.05,3.45,1.84,2.42,1.82,2.93
1976-10,-3.12,-2.55,-2.4,-1.22,-2.7,-4.32,-2.44,-1.98,-2.98,-2.91,-2.16,-0.49,-2.34,-1.98,-4.25
1976-11,1.85,-0.25,1.21,1.19,-0.03,2.26,1.62,0.86,-1.12,1.95,0.87,1.72,0.36,-0.74,1.54
1976-12,6.35,7.07,5.48,4.55,5.41,8.49,5.16,8.46,5.97,6.5,5.01,3.63,6.03,4.69,6.98
1977-01,-3.34,-2.4,-2.87,-4.58,-5.48,-0.12,-5.2,-1.31,-3.28,-3.39,-2.63,-4.69,-4.4,-6.74,-2.79
1977-02,-1.84,-2.64,-1.06,-0.78,-1.94,-1.76,-1.89,-3.13,-2.24,-2.2,-0.53,-0.08,-1.9,-1.58,-2.69
1977-03,-0.1,-2.12,-0.22,-1.61,-0.51,-0.64,0.23,-2.96,-1.43,0.59,-0.6,-2.07,-0.87,-0.42,-0.68
1977-04,2.01,1.95,-0.33,-0.43,-1.05,4.45,0.54,1.73,2.13,0.64,-0.78,-0.69,-0.01,-1.5,-0.13
1977-05,-0.48,-0.39,-1.71,-0.92,-2.24,-0.87,-0.23,0.1,-0.79,-0.77,-2.15,-0.61,-1.4,-2.92,-0.83
1977-06,5.37,5.13,6.28,4.08,4.44,4.9,5.66,5.69,4.69,5.82,6.51,3.67,4.73,3.68,5.96
1977-07,-2.36,-1.27,-0.8,-1.55,-2.52,-1.99,-2.55,-1.44,-1.16,-1.49,0.18,-1.3,-1.76,-3.14,-1.18
