Date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1977-01,2.3,0.93,1.13,3.11,6.46,3.07,0.82,0.54,1.35,1.09,1.16,3.63,2.61,5.21,6.96
1977-02,0.59,-0.05,0.15,-0.15,0.56,1.06,-0.25,0.2,-0.31,-0.13,0.37,0.36,-0.72,-0.04,0.81
1977-03,1.01,0.94,0.94,0.98,1.34,1.33,0.43,1.15,0.67,0.85,1.02,0.72,1.2,1.5,1.27
1977-04,1.63,1.86,1.46,2.03,1.82,1.63,1.63,1.76,1.95,1.53,1.4,2.19,1.91,1.43,2.0
1977-05,0.97,-0.13,0.79,0.58,-0.07,1.16,0.65,0.13,-0.39,0.78,0.8,0.8,0.4,0.37,-0.28
1977-06,2.99,4.12,5.42,6.94,6.27,2.46,3.98,3.88,4.38,5.43,5.42,6.31,7.42,7.09,5.86
1977-07,1.98,0.85,0.77,0.64,1.34,2.16,1.68,1.34,0.31,0.44,1.07,0.58,0.68,1.3,1.36
1977-08,-0.55,-0.72,0.35,-0.06,-0.55,-0.19,-1.22,-1.3,-0.16,0.77,-0.07,-0.35,0.15,0.29,-0.94
1977-09,0.83,1.69,1.75,1.18,1.47,0.75,1.02,1.38,2.01,1.73,1.77,0.79,1.47,2.08,1.19
1977-10,-1.15,-1.96,-2.32,-2.7,-2.91,-1.15,-1.16,-1.93,-1.99,-2.04,-2.61,-2.64,-2.75,-2.53,-3.09
1977-11,4.07,6.18,7.28,8.86,8.53,3.28,5.64,6.38,5.96,7.1,7.45,7.99,9.52,9.03,8.23
1977-12,1.4,1.79,2.5,2.6,2.27,1.53,1.16,1.58,2.01,2.81,2.21,2.36,2.77,2.36,2.22
1978-01,-1.53,-2.92,-2.85,-1.58,0.33,-1.03,-2.54,-2.81,-3.04,-2.39,-3.32,-1.55,-1.61,-0.78,0.93
1978-02,1.71,1.33,2.48,3.49,3.24,1.62,1.9,1.48,1.16,2.2,2.74,3.42,3.55,2.4,3.63
1978-03,3.79,5.44,6.57,7.42,8.77,3.6,4.23,4.96,5.9,5.91,7.35,6.77,7.96,8.49,8.9
1978-04,5.75,8.2,9.36,9.61,8.4,5.53,6.22,7.88,8.51,9.33,9.38,9.19,9.94,8.77,8.16
1978-05,3.19,4.81,5.58,8.17,10.1,3.0,3.51,4.22,5.42,5.06,6.07,7.36,8.83,8.23,11.09
1978-06,1.11,0.89,0.5,0.02,1.48,1.19,0.98,1.11,0.65,-0.2,1.14,-0.17,0.17,0.78,1.82
1978-07,2.98,5.46,6.59,6.28,5.4,2.41,3.81,6.01,4.92,6.15,7.03,6.66,5.96,6.66,4.75
1978-08,5.24,7.0,8.21,9.12,12.96,4.53,6.47,6.34,7.72,7.06,9.41,8.92,9.26,9.69,14.48
1978-09,1.34,0.08,0.3,-0.05,0.39,1.28,1.46,-0.12,0.31,1.32,-0.65,0.06,-0.15,0.09,0.54
1978-10,-7.47,-12.68,-16.17,-20.86,-25.47,-6.12,-9.85,-11.81,-13.58,-15.16,-17.18,-19.79,-21.82,-23.86,-26.19
1978-11,-0.05,1.25,2.89,6.55,6.64,0.2,-0.4,0.69,1.83,2.11,3.55,6.06,6.96,6.8,6.55
1978-12,0.88,1.77,2.27,1.53,1.07,0.64,1.27,1.15,2.38,2.27,2.27,1.92,1.19,2.32,0.41
1979-01,5.13,6.25,9.36,10.69,11.91,4.14,6.85,6.15,6.34,7.96,10.53,9.79,11.42,11.33,12.25
1979-02,-0.55,-1.56,-2.08,-2.1,-2.54,-0.46,-0.71,-1.04,-2.04,-2.35,-1.81,-2.23,-1.98,-1.56,-3.04
1979-03,3.68,6.39,8.64,9.4,10.94,3.07,4.81,5.77,6.98,8.28,8.97,8.79,9.87,11.95,10.5
